date_key,year,month,month_name,day_of_week,quarter,season
690,2016,10,October,Sunday,4,Spring
691,2016,10,October,Thursday,4,Spring
692,2016,10,October,Tuesday,4,Spring
693,2016,10,October,Wednesday,4,Spring
694,2016,9,September,Friday,3,Spring
695,2016,9,September,Monday,3,Spring
696,2016,9,September,Saturday,3,Spring
697,2016,9,September,Sunday,3,Spring
698,2016,9,September,Thursday,3,Spring
699,2016,9,September,Tuesday,3,Spring
700,2016,9,September,Wednesday,3,Spring
701,2016,8,August,Friday,3,Winter
702,2016,8,August,Monday,3,Winter
703,2016,8,August,Saturday,3,Winter
704,2016,8,August,Sunday,3,Winter
705,2016,8,August,Thursday,3,Winter
706,2016,8,August,Tuesday,3,Winter
707,2016,8,August,Wednesday,3,Winter
708,2016,7,July,Friday,3,Winter
709,2016,7,July,Monday,3,Winter
710,2016,7,July,Saturday,3,Winter
711,2016,7,July,Sunday,3,Winter
712,2016,7,July,Thursday,3,Winter
713,2016,7,July,Tuesday,3,Winter
714,2016,7,July,Wednesday,3,Winter
715,2016,6,June,Friday,2,Winter
716,2016,6,June,Monday,2,Winter
717,2016,6,June,Saturday,2,Winter
718,2016,6,June,Sunday,2,Winter
719,2016,6,June,Thursday,2,Winter
720,2016,6,June,Tuesday,2,Winter
721,2016,6,June,Wednesday,2,Winter
722,2016,5,May,Friday,2,Autumn
723,2016,5,May,Monday,2,Autumn
724,2016,5,May,Saturday,2,Autumn
725,2016,5,May,Sunday,2,Autumn
726,2016,5,May,Thursday,2,Autumn
727,2016,5,May,Tuesday,2,Autumn
728,2016,5,May,Wednesday,2,Autumn
729,2016,4,April,Friday,2,Autumn
730,2016,4,April,Monday,2,Autumn
731,2016,4,April,Saturday,2,Autumn
732,2016,4,April,Sunday,2,Autumn
733,2016,4,April,Thursday,2,Autumn
734,2016,4,April,Tuesday,2,Autumn
735,2016,4,April,Wednesday,2,Autumn
736,2016,3,March,Friday,1,Autumn
737,2016,3,March,Monday,1,Autumn
738,2016,3,March,Saturday,1,Autumn
739,2016,3,March,Sunday,1,Autumn
740,2016,3,March,Thursday,1,Autumn
741,2016,3,March,Tuesday,1,Autumn
742,2016,3,March,Wednesday,1,Autumn
743,2016,2,February,Friday,1,Summer
744,2016,2,February,Monday,1,Summer
745,2016,2,February,Saturday,1,Summer
746,2016,2,February,Sunday,1,Summer
747,2016,2,February,Thursday,1,Summer
748,2016,2,February,Tuesday,1,Summer
749,2016,2,February,Wednesday,1,Summer
750,2016,1,January,Friday,1,Summer
751,2016,1,January,Monday,1,Summer
752,2016,1,January,Saturday,1,Summer
753,2016,1,January,Sunday,1,Summer
754,2016,1,January,Thursday,1,Summer
755,2016,1,January,Tuesday,1,Summer
756,2016,1,January,Wednesday,1,Summer
757,2015,12,December,Friday,4,Summer
758,2015,12,December,Monday,4,Summer
759,2015,12,December,Saturday,4,Summer
760,2015,12,December,Sunday,4,Summer
761,2015,12,December,Thursday,4,Summer
762,2015,12,December,Tuesday,4,Summer
763,2015,12,December,Wednesday,4,Summer
764,2015,11,November,Friday,4,Spring
765,2015,11,November,Monday,4,Spring
766,2015,11,November,Saturday,4,Spring
767,2015,11,November,Sunday,4,Spring
768,2015,11,November,Thursday,4,Spring
769,2015,11,November,Tuesday,4,Spring
770,2015,11,November,Wednesday,4,Spring
771,2015,10,October,Friday,4,Spring
772,2015,10,October,Monday,4,Spring
773,2015,10,October,Saturday,4,Spring
774,2015,10,October,Sunday,4,Spring
775,2015,10,October,Thursday,4,Spring
776,2015,10,October,Tuesday,4,Spring
777,2015,10,October,Wednesday,4,Spring
778,2015,9,September,Friday,3,Spring
779,2015,9,September,Monday,3,Spring
780,2015,9,September,Saturday,3,Spring
781,2015,9,September,Sunday,3,Spring
782,2015,9,September,Thursday,3,Spring
783,2015,9,September,Tuesday,3,Spring
784,2015,9,September,Wednesday,3,Spring
785,2015,8,August,Friday,3,Winter
786,2015,8,August,Monday,3,Winter
787,2015,8,August,Saturday,3,Winter
788,2015,8,August,Sunday,3,Winter
789,2015,8,August,Thursday,3,Winter
790,2015,8,August,Tuesday,3,Winter
791,2015,8,August,Wednesday,3,Winter
792,2015,7,July,Friday,3,Winter
793,2015,7,July,Monday,3,Winter
794,2015,7,July,Saturday,3,Winter
795,2015,7,July,Sunday,3,Winter
796,2015,7,July,Thursday,3,Winter
797,2015,7,July,Tuesday,3,Winter
798,2015,7,July,Wednesday,3,Winter
799,2015,6,June,Friday,2,Winter
800,2015,6,June,Monday,2,Winter
801,2015,6,June,Saturday,2,Winter
802,2015,6,June,Sunday,2,Winter
803,2015,6,June,Thursday,2,Winter
804,2015,6,June,Tuesday,2,Winter
805,2015,6,June,Wednesday,2,Winter
806,2015,5,May,Friday,2,Autumn
807,2015,5,May,Monday,2,Autumn
808,2015,5,May,Saturday,2,Autumn
809,2015,5,May,Sunday,2,Autumn
810,2015,5,May,Thursday,2,Autumn
811,2015,5,May,Tuesday,2,Autumn
812,2015,5,May,Wednesday,2,Autumn
813,2015,4,April,Friday,2,Autumn
814,2015,4,April,Monday,2,Autumn
815,2015,4,April,Saturday,2,Autumn
816,2015,4,April,Sunday,2,Autumn
817,2015,4,April,Thursday,2,Autumn
818,2015,4,April,Tuesday,2,Autumn
819,2015,4,April,Wednesday,2,Autumn
820,2015,3,March,Friday,1,Autumn
821,2015,3,March,Monday,1,Autumn
822,2015,3,March,Saturday,1,Autumn
823,2015,3,March,Sunday,1,Autumn
824,2015,3,March,Thursday,1,Autumn
825,2015,3,March,Tuesday,1,Autumn
826,2015,3,March,Wednesday,1,Autumn
827,2015,2,February,Friday,1,Summer
828,2015,2,February,Monday,1,Summer
829,2015,2,February,Saturday,1,Summer
830,2015,2,February,Sunday,1,Summer
831,2015,2,February,Thursday,1,Summer
832,2015,2,February,Tuesday,1,Summer
833,2015,2,February,Wednesday,1,Summer
834,2015,1,January,Friday,1,Summer
835,2015,1,January,Monday,1,Summer
836,2015,1,January,Saturday,1,Summer
837,2015,1,January,Sunday,1,Summer
838,2015,1,January,Thursday,1,Summer
839,2015,1,January,Tuesday,1,Summer
840,2015,1,January,Wednesday,1,Summer
841,2014,12,December,Friday,4,Summer
842,2014,12,December,Monday,4,Summer
843,2014,12,December,Saturday,4,Summer
844,2014,12,December,Sunday,4,Summer
845,2014,12,December,Thursday,4,Summer
846,2014,12,December,Tuesday,4,Summer
847,2014,12,December,Wednesday,4,Summer
848,2014,11,November,Friday,4,Spring
849,2014,11,November,Monday,4,Spring
850,2014,11,November,Saturday,4,Spring
851,2014,11,November,Sunday,4,Spring
852,2014,11,November,Thursday,4,Spring
853,2014,11,November,Tuesday,4,Spring
854,2014,11,November,Wednesday,4,Spring
855,2014,10,October,Friday,4,Spring
856,2014,10,October,Monday,4,Spring
857,2014,10,October,Saturday,4,Spring
858,2014,10,October,Sunday,4,Spring
859,2014,10,October,Thursday,4,Spring
860,2014,10,October,Tuesday,4,Spring
861,2014,10,October,Wednesday,4,Spring
862,2014,9,September,Friday,3,Spring
863,2014,9,September,Monday,3,Spring
864,2014,9,September,Saturday,3,Spring
865,2014,9,September,Sunday,3,Spring
866,2014,9,September,Thursday,3,Spring
867,2014,9,September,Tuesday,3,Spring
868,2014,9,September,Wednesday,3,Spring
869,2014,8,August,Friday,3,Winter
870,2014,8,August,Monday,3,Winter
871,2014,8,August,Saturday,3,Winter
872,2014,8,August,Sunday,3,Winter
873,2014,8,August,Thursday,3,Winter
874,2014,8,August,Tuesday,3,Winter
875,2014,8,August,Wednesday,3,Winter
876,2014,7,July,Friday,3,Winter
877,2014,7,July,Monday,3,Winter
878,2014,7,July,Saturday,3,Winter
879,2014,7,July,Sunday,3,Winter
880,2014,7,July,Thursday,3,Winter
881,2014,7,July,Tuesday,3,Winter
882,2014,7,July,Wednesday,3,Winter
883,2014,6,June,Friday,2,Winter
884,2014,6,June,Monday,2,Winter
885,2014,6,June,Saturday,2,Winter
886,2014,6,June,Sunday,2,Winter
887,2014,6,June,Thursday,2,Winter
888,2014,6,June,Tuesday,2,Winter
889,2014,6,June,Wednesday,2,Winter
890,2014,5,May,Friday,2,Autumn
891,2014,5,May,Monday,2,Autumn
892,2014,5,May,Saturday,2,Autumn
893,2014,5,May,Sunday,2,Autumn
894,2014,5,May,Thursday,2,Autumn
895,2014,5,May,Tuesday,2,Autumn
896,2014,5,May,Wednesday,2,Autumn
897,2014,4,April,Friday,2,Autumn
898,2014,4,April,Monday,2,Autumn
899,2014,4,April,Saturday,2,Autumn
900,2014,4,April,Sunday,2,Autumn
901,2014,4,April,Thursday,2,Autumn
902,2014,4,April,Tuesday,2,Autumn
903,2014,4,April,Wednesday,2,Autumn
904,2014,3,March,Friday,1,Autumn
905,2014,3,March,Monday,1,Autumn
906,2014,3,March,Saturday,1,Autumn
907,2014,3,March,Sunday,1,Autumn
908,2014,3,March,Thursday,1,Autumn
909,2014,3,March,Tuesday,1,Autumn
910,2014,3,March,Wednesday,1,Autumn
911,2014,2,February,Friday,1,Summer
912,2014,2,February,Monday,1,Summer
913,2014,2,February,Saturday,1,Summer
914,2014,2,February,Sunday,1,Summer
915,2014,2,February,Thursday,1,Summer
916,2014,2,February,Tuesday,1,Summer
917,2014,2,February,Wednesday,1,Summer
918,2014,1,January,Friday,1,Summer
919,2014,1,January,Monday,1,Summer
920,2014,1,January,Saturday,1,Summer
921,2014,1,January,Sunday,1,Summer
922,2014,1,January,Thursday,1,Summer
923,2014,1,January,Tuesday,1,Summer
924,2014,1,January,Wednesday,1,Summer
925,2013,12,December,Friday,4,Summer
926,2013,12,December,Monday,4,Summer
927,2013,12,December,Saturday,4,Summer
928,2013,12,December,Sunday,4,Summer
929,2013,12,December,Thursday,4,Summer
930,2013,12,December,Tuesday,4,Summer
931,2013,12,December,Wednesday,4,Summer
932,2013,11,November,Friday,4,Spring
933,2013,11,November,Monday,4,Spring
934,2013,11,November,Saturday,4,Spring
935,2013,11,November,Sunday,4,Spring
936,2013,11,November,Thursday,4,Spring
937,2013,11,November,Tuesday,4,Spring
938,2013,11,November,Wednesday,4,Spring
939,2013,10,October,Friday,4,Spring
940,2013,10,October,Monday,4,Spring
941,2013,10,October,Saturday,4,Spring
942,2013,10,October,Sunday,4,Spring
943,2013,10,October,Thursday,4,Spring
944,2013,10,October,Tuesday,4,Spring
945,2013,10,October,Wednesday,4,Spring
946,2013,9,September,Friday,3,Spring
947,2013,9,September,Monday,3,Spring
948,2013,9,September,Saturday,3,Spring
949,2013,9,September,Sunday,3,Spring
950,2013,9,September,Thursday,3,Spring
951,2013,9,September,Tuesday,3,Spring
952,2013,9,September,Wednesday,3,Spring
953,2013,8,August,Friday,3,Winter
954,2013,8,August,Monday,3,Winter
955,2013,8,August,Saturday,3,Winter
956,2013,8,August,Sunday,3,Winter
957,2013,8,August,Thursday,3,Winter
958,2013,8,August,Tuesday,3,Winter
959,2013,8,August,Wednesday,3,Winter
960,2013,7,July,Friday,3,Winter
961,2013,7,July,Monday,3,Winter
962,2013,7,July,Saturday,3,Winter
963,2013,7,July,Sunday,3,Winter
964,2013,7,July,Thursday,3,Winter
965,2013,7,July,Tuesday,3,Winter
966,2013,7,July,Wednesday,3,Winter
967,2013,6,June,Friday,2,Winter
968,2013,6,June,Monday,2,Winter
969,2013,6,June,Saturday,2,Winter
970,2013,6,June,Sunday,2,Winter
971,2013,6,June,Thursday,2,Winter
972,2013,6,June,Tuesday,2,Winter
973,2013,6,June,Wednesday,2,Winter
974,2013,5,May,Friday,2,Autumn
975,2013,5,May,Monday,2,Autumn
976,2013,5,May,Saturday,2,Autumn
977,2013,5,May,Sunday,2,Autumn
978,2013,5,May,Thursday,2,Autumn
979,2013,5,May,Tuesday,2,Autumn
980,2013,5,May,Wednesday,2,Autumn
981,2013,4,April,Friday,2,Autumn
982,2013,4,April,Monday,2,Autumn
983,2013,4,April,Saturday,2,Autumn
984,2013,4,April,Sunday,2,Autumn
985,2013,4,April,Thursday,2,Autumn
986,2013,4,April,Tuesday,2,Autumn
987,2013,4,April,Wednesday,2,Autumn
988,2013,3,March,Friday,1,Autumn
989,2013,3,March,Monday,1,Autumn
990,2013,3,March,Saturday,1,Autumn
991,2013,3,March,Sunday,1,Autumn
992,2013,3,March,Thursday,1,Autumn
993,2013,3,March,Tuesday,1,Autumn
994,2013,3,March,Wednesday,1,Autumn
995,2013,2,February,Friday,1,Summer
996,2013,2,February,Monday,1,Summer
997,2013,2,February,Saturday,1,Summer
998,2013,2,February,Sunday,1,Summer
999,2013,2,February,Thursday,1,Summer
1000,2013,2,February,Tuesday,1,Summer
1001,2013,2,February,Wednesday,1,Summer
1002,2013,1,January,Friday,1,Summer
1003,2013,1,January,Monday,1,Summer
1004,2013,1,January,Saturday,1,Summer
1005,2013,1,January,Sunday,1,Summer
1006,2013,1,January,Thursday,1,Summer
1007,2013,1,January,Tuesday,1,Summer
1008,2013,1,January,Wednesday,1,Summer
1009,2012,12,December,Friday,4,Summer
1010,2012,12,December,Monday,4,Summer
1011,2012,12,December,Saturday,4,Summer
1012,2012,12,December,Sunday,4,Summer
1013,2012,12,December,Thursday,4,Summer
1014,2012,12,December,Tuesday,4,Summer
1015,2012,12,December,Wednesday,4,Summer
1016,2012,11,November,Friday,4,Spring
1017,2012,11,November,Monday,4,Spring
1018,2012,11,November,Saturday,4,Spring
1019,2012,11,November,Sunday,4,Spring
1020,2012,11,November,Thursday,4,Spring
1021,2012,11,November,Tuesday,4,Spring
1022,2012,11,November,Wednesday,4,Spring
1023,2012,10,October,Friday,4,Spring
1024,2012,10,October,Monday,4,Spring
1025,2012,10,October,Saturday,4,Spring
1026,2012,10,October,Sunday,4,Spring
1027,2012,10,October,Thursday,4,Spring
1028,2012,10,October,Tuesday,4,Spring
1029,2012,10,October,Wednesday,4,Spring
1030,2012,9,September,Friday,3,Spring
1031,2012,9,September,Monday,3,Spring
1032,2012,9,September,Saturday,3,Spring
1033,2012,9,September,Sunday,3,Spring
1034,2012,9,September,Thursday,3,Spring
1035,2012,9,September,Tuesday,3,Spring
1036,2012,9,September,Wednesday,3,Spring
1037,2012,8,August,Friday,3,Winter
1038,2012,8,August,Monday,3,Winter
1039,2012,8,August,Saturday,3,Winter
1040,2012,8,August,Sunday,3,Winter
1041,2012,8,August,Thursday,3,Winter
1042,2012,8,August,Tuesday,3,Winter
1043,2012,8,August,Wednesday,3,Winter
1044,2012,7,July,Friday,3,Winter
1045,2012,7,July,Monday,3,Winter
1046,2012,7,July,Saturday,3,Winter
1047,2012,7,July,Sunday,3,Winter
1048,2012,7,July,Thursday,3,Winter
1049,2012,7,July,Tuesday,3,Winter
1050,2012,7,July,Wednesday,3,Winter
1051,2012,6,June,Friday,2,Winter
1052,2012,6,June,Monday,2,Winter
1053,2012,6,June,Saturday,2,Winter
1054,2012,6,June,Sunday,2,Winter
1055,2012,6,June,Thursday,2,Winter
1056,2012,6,June,Tuesday,2,Winter
1057,2012,6,June,Wednesday,2,Winter
1058,2012,5,May,Friday,2,Autumn
1059,2012,5,May,Monday,2,Autumn
1060,2012,5,May,Saturday,2,Autumn
1061,2012,5,May,Sunday,2,Autumn
1062,2012,5,May,Thursday,2,Autumn
1063,2012,5,May,Tuesday,2,Autumn
1064,2012,5,May,Wednesday,2,Autumn
1065,2012,4,April,Friday,2,Autumn
1066,2012,4,April,Monday,2,Autumn
1067,2012,4,April,Saturday,2,Autumn
1068,2012,4,April,Sunday,2,Autumn
1069,2012,4,April,Thursday,2,Autumn
1070,2012,4,April,Tuesday,2,Autumn
1071,2012,4,April,Wednesday,2,Autumn
1072,2012,3,March,Friday,1,Autumn
1073,2012,3,March,Monday,1,Autumn
1074,2012,3,March,Saturday,1,Autumn
1075,2012,3,March,Sunday,1,Autumn
1076,2012,3,March,Thursday,1,Autumn
1077,2012,3,March,Tuesday,1,Autumn
1078,2012,3,March,Wednesday,1,Autumn
1079,2012,2,February,Friday,1,Summer
1080,2012,2,February,Monday,1,Summer
1081,2012,2,February,Saturday,1,Summer
1082,2012,2,February,Sunday,1,Summer
1083,2012,2,February,Thursday,1,Summer
1084,2012,2,February,Tuesday,1,Summer
1085,2012,2,February,Wednesday,1,Summer
1086,2012,1,January,Friday,1,Summer
1087,2012,1,January,Monday,1,Summer
1088,2012,1,January,Saturday,1,Summer
1089,2012,1,January,Sunday,1,Summer
1090,2012,1,January,Thursday,1,Summer
1091,2012,1,January,Tuesday,1,Summer
1092,2012,1,January,Wednesday,1,Summer
1093,2011,12,December,Friday,4,Summer
1094,2011,12,December,Monday,4,Summer
1095,2011,12,December,Saturday,4,Summer
1096,2011,12,December,Sunday,4,Summer
1097,2011,12,December,Thursday,4,Summer
1098,2011,12,December,Tuesday,4,Summer
1099,2011,12,December,Wednesday,4,Summer
1100,2011,11,November,Friday,4,Spring
1101,2011,11,November,Monday,4,Spring
1102,2011,11,November,Saturday,4,Spring
1103,2011,11,November,Sunday,4,Spring
1104,2011,11,November,Thursday,4,Spring
1105,2011,11,November,Tuesday,4,Spring
1106,2011,11,November,Wednesday,4,Spring
1107,2011,10,October,Friday,4,Spring
1108,2011,10,October,Monday,4,Spring
1109,2011,10,October,Saturday,4,Spring
1110,2011,10,October,Sunday,4,Spring
1111,2011,10,October,Thursday,4,Spring
1112,2011,10,October,Tuesday,4,Spring
1113,2011,10,October,Wednesday,4,Spring
1114,2011,9,September,Friday,3,Spring
1115,2011,9,September,Monday,3,Spring
1116,2011,9,September,Saturday,3,Spring
1117,2011,9,September,Sunday,3,Spring
1118,2011,9,September,Thursday,3,Spring
1119,2011,9,September,Tuesday,3,Spring
1120,2011,9,September,Wednesday,3,Spring
1121,2011,8,August,Friday,3,Winter
1122,2011,8,August,Monday,3,Winter
1123,2011,8,August,Saturday,3,Winter
1124,2011,8,August,Sunday,3,Winter
1125,2011,8,August,Thursday,3,Winter
1126,2011,8,August,Tuesday,3,Winter
1127,2011,8,August,Wednesday,3,Winter
1128,2011,7,July,Friday,3,Winter
1129,2011,7,July,Monday,3,Winter
1130,2011,7,July,Saturday,3,Winter
1131,2011,7,July,Sunday,3,Winter
1132,2011,7,July,Thursday,3,Winter
1133,2011,7,July,Tuesday,3,Winter
1134,2011,7,July,Wednesday,3,Winter
1135,2011,6,June,Friday,2,Winter
1136,2011,6,June,Monday,2,Winter
1137,2011,6,June,Saturday,2,Winter
1138,2011,6,June,Sunday,2,Winter
1139,2011,6,June,Thursday,2,Winter
1140,2011,6,June,Tuesday,2,Winter
1141,2011,6,June,Wednesday,2,Winter
1142,2011,5,May,Friday,2,Autumn
1143,2011,5,May,Monday,2,Autumn
1144,2011,5,May,Saturday,2,Autumn
1145,2011,5,May,Sunday,2,Autumn
1146,2011,5,May,Thursday,2,Autumn
1147,2011,5,May,Tuesday,2,Autumn
1148,2011,5,May,Wednesday,2,Autumn
1149,2011,4,April,Friday,2,Autumn
1150,2011,4,April,Monday,2,Autumn
1151,2011,4,April,Saturday,2,Autumn
1152,2011,4,April,Sunday,2,Autumn
1153,2011,4,April,Thursday,2,Autumn
1154,2011,4,April,Tuesday,2,Autumn
1155,2011,4,April,Wednesday,2,Autumn
1156,2011,3,March,Friday,1,Autumn
1157,2011,3,March,Monday,1,Autumn
1158,2011,3,March,Saturday,1,Autumn
1159,2011,3,March,Sunday,1,Autumn
1160,2011,3,March,Thursday,1,Autumn
1161,2011,3,March,Tuesday,1,Autumn
1162,2011,3,March,Wednesday,1,Autumn
1163,2011,2,February,Friday,1,Summer
1164,2011,2,February,Monday,1,Summer
1165,2011,2,February,Saturday,1,Summer
1166,2011,2,February,Sunday,1,Summer
1167,2011,2,February,Thursday,1,Summer
1168,2011,2,February,Tuesday,1,Summer
1169,2011,2,February,Wednesday,1,Summer
1170,2011,1,January,Friday,1,Summer
1171,2011,1,January,Monday,1,Summer
1172,2011,1,January,Saturday,1,Summer
1173,2011,1,January,Sunday,1,Summer
1174,2011,1,January,Thursday,1,Summer
1175,2011,1,January,Tuesday,1,Summer
1176,2011,1,January,Wednesday,1,Summer
1177,2010,12,December,Friday,4,Summer
1178,2010,12,December,Monday,4,Summer
1179,2010,12,December,Saturday,4,Summer
1180,2010,12,December,Sunday,4,Summer
1181,2010,12,December,Thursday,4,Summer
1182,2010,12,December,Tuesday,4,Summer
1183,2010,12,December,Wednesday,4,Summer
1184,2010,11,November,Friday,4,Spring
1185,2010,11,November,Monday,4,Spring
1186,2010,11,November,Saturday,4,Spring
1187,2010,11,November,Sunday,4,Spring
1188,2010,11,November,Thursday,4,Spring
1189,2010,11,November,Tuesday,4,Spring
1190,2010,11,November,Wednesday,4,Spring
1191,2010,10,October,Friday,4,Spring
1192,2010,10,October,Monday,4,Spring
1193,2010,10,October,Saturday,4,Spring
1194,2010,10,October,Sunday,4,Spring
1195,2010,10,October,Thursday,4,Spring
1196,2010,10,October,Tuesday,4,Spring
1197,2010,10,October,Wednesday,4,Spring
1198,2010,9,September,Friday,3,Spring
1199,2010,9,September,Monday,3,Spring
1200,2010,9,September,Saturday,3,Spring
1201,2010,9,September,Sunday,3,Spring
1202,2010,9,September,Thursday,3,Spring
1203,2010,9,September,Tuesday,3,Spring
1204,2010,9,September,Wednesday,3,Spring
1205,2010,8,August,Friday,3,Winter
1206,2010,8,August,Monday,3,Winter
1207,2010,8,August,Saturday,3,Winter
1208,2010,8,August,Sunday,3,Winter
1209,2010,8,August,Thursday,3,Winter
1210,2010,8,August,Tuesday,3,Winter
1211,2010,8,August,Wednesday,3,Winter
1212,2010,7,July,Friday,3,Winter
1213,2010,7,July,Monday,3,Winter
1214,2010,7,July,Saturday,3,Winter
1215,2010,7,July,Sunday,3,Winter
1216,2010,7,July,Thursday,3,Winter
1217,2010,7,July,Tuesday,3,Winter
1218,2010,7,July,Wednesday,3,Winter
1219,2010,6,June,Friday,2,Winter
1220,2010,6,June,Monday,2,Winter
1221,2010,6,June,Saturday,2,Winter
1222,2010,6,June,Sunday,2,Winter
1223,2010,6,June,Thursday,2,Winter
1224,2010,6,June,Tuesday,2,Winter
1225,2010,6,June,Wednesday,2,Winter
1226,2010,5,May,Friday,2,Autumn
1227,2010,5,May,Monday,2,Autumn
1228,2010,5,May,Saturday,2,Autumn
1229,2010,5,May,Sunday,2,Autumn
1230,2010,5,May,Thursday,2,Autumn
1231,2010,5,May,Tuesday,2,Autumn
1232,2010,5,May,Wednesday,2,Autumn
1233,2010,4,April,Friday,2,Autumn
1234,2010,4,April,Monday,2,Autumn
1235,2010,4,April,Saturday,2,Autumn
1236,2010,4,April,Sunday,2,Autumn
1237,2010,4,April,Thursday,2,Autumn
1238,2010,4,April,Tuesday,2,Autumn
1239,2010,4,April,Wednesday,2,Autumn
1240,2010,3,March,Friday,1,Autumn
1241,2010,3,March,Monday,1,Autumn
1242,2010,3,March,Saturday,1,Autumn
1243,2010,3,March,Sunday,1,Autumn
1244,2010,3,March,Thursday,1,Autumn
1245,2010,3,March,Tuesday,1,Autumn
1246,2010,3,March,Wednesday,1,Autumn
1247,2010,2,February,Friday,1,Summer
1248,2010,2,February,Monday,1,Summer
1249,2010,2,February,Saturday,1,Summer
1250,2010,2,February,Sunday,1,Summer
1251,2010,2,February,Thursday,1,Summer
1252,2010,2,February,Tuesday,1,Summer
1253,2010,2,February,Wednesday,1,Summer
1254,2010,1,January,Friday,1,Summer
1255,2010,1,January,Monday,1,Summer
1256,2010,1,January,Saturday,1,Summer
1257,2010,1,January,Sunday,1,Summer
1258,2010,1,January,Thursday,1,Summer
1259,2010,1,January,Tuesday,1,Summer
1260,2010,1,January,Wednesday,1,Summer
1261,2009,12,December,Friday,4,Summer
1262,2009,12,December,Monday,4,Summer
1263,2009,12,December,Saturday,4,Summer
1264,2009,12,December,Sunday,4,Summer
1265,2009,12,December,Thursday,4,Summer
1266,2009,12,December,Tuesday,4,Summer
1267,2009,12,December,Wednesday,4,Summer
1268,2009,11,November,Friday,4,Spring
1269,2009,11,November,Monday,4,Spring
1270,2009,11,November,Saturday,4,Spring
1271,2009,11,November,Sunday,4,Spring
1272,2009,11,November,Thursday,4,Spring
1273,2009,11,November,Tuesday,4,Spring
1274,2009,11,November,Wednesday,4,Spring
1275,2009,10,October,Friday,4,Spring
1276,2009,10,October,Monday,4,Spring
1277,2009,10,October,Saturday,4,Spring
1278,2009,10,October,Sunday,4,Spring
1279,2009,10,October,Thursday,4,Spring
1280,2009,10,October,Tuesday,4,Spring
1281,2009,10,October,Wednesday,4,Spring
1282,2009,9,September,Friday,3,Spring
1283,2009,9,September,Monday,3,Spring
1284,2009,9,September,Saturday,3,Spring
1285,2009,9,September,Sunday,3,Spring
1286,2009,9,September,Thursday,3,Spring
1287,2009,9,September,Tuesday,3,Spring
1288,2009,9,September,Wednesday,3,Spring
1289,2009,8,August,Friday,3,Winter
1290,2009,8,August,Monday,3,Winter
1291,2009,8,August,Saturday,3,Winter
1292,2009,8,August,Sunday,3,Winter
1293,2009,8,August,Thursday,3,Winter
1294,2009,8,August,Tuesday,3,Winter
1295,2009,8,August,Wednesday,3,Winter
1296,2009,7,July,Friday,3,Winter
1297,2009,7,July,Monday,3,Winter
1298,2009,7,July,Saturday,3,Winter
1299,2009,7,July,Sunday,3,Winter
1300,2009,7,July,Thursday,3,Winter
1301,2009,7,July,Tuesday,3,Winter
1302,2009,7,July,Wednesday,3,Winter
1303,2009,6,June,Friday,2,Winter
1304,2009,6,June,Monday,2,Winter
1305,2009,6,June,Saturday,2,Winter
1306,2009,6,June,Sunday,2,Winter
1307,2009,6,June,Thursday,2,Winter
1308,2009,6,June,Tuesday,2,Winter
1309,2009,6,June,Wednesday,2,Winter
1310,2009,5,May,Friday,2,Autumn
1311,2009,5,May,Monday,2,Autumn
1312,2009,5,May,Saturday,2,Autumn
1313,2009,5,May,Sunday,2,Autumn
1314,2009,5,May,Thursday,2,Autumn
1315,2009,5,May,Tuesday,2,Autumn
1316,2009,5,May,Wednesday,2,Autumn
1317,2009,4,April,Friday,2,Autumn
1318,2009,4,April,Monday,2,Autumn
1319,2009,4,April,Saturday,2,Autumn
1320,2009,4,April,Sunday,2,Autumn
1321,2009,4,April,Thursday,2,Autumn
1322,2009,4,April,Tuesday,2,Autumn
1323,2009,4,April,Wednesday,2,Autumn
1324,2009,3,March,Friday,1,Autumn
1325,2009,3,March,Monday,1,Autumn
1326,2009,3,March,Saturday,1,Autumn
1327,2009,3,March,Sunday,1,Autumn
1328,2009,3,March,Thursday,1,Autumn
1329,2009,3,March,Tuesday,1,Autumn
1330,2009,3,March,Wednesday,1,Autumn
1331,2009,2,February,Friday,1,Summer
1332,2009,2,February,Monday,1,Summer
1333,2009,2,February,Saturday,1,Summer
1334,2009,2,February,Sunday,1,Summer
1335,2009,2,February,Thursday,1,Summer
1336,2009,2,February,Tuesday,1,Summer
1337,2009,2,February,Wednesday,1,Summer
1338,2009,1,January,Friday,1,Summer
1339,2009,1,January,Monday,1,Summer
1340,2009,1,January,Saturday,1,Summer
1341,2009,1,January,Sunday,1,Summer
1342,2009,1,January,Thursday,1,Summer
1343,2009,1,January,Tuesday,1,Summer
1344,2009,1,January,Wednesday,1,Summer
1345,2008,12,December,Friday,4,Summer
1346,2008,12,December,Monday,4,Summer
1347,2008,12,December,Saturday,4,Summer
1348,2008,12,December,Sunday,4,Summer
1349,2008,12,December,Thursday,4,Summer
1350,2008,12,December,Tuesday,4,Summer
1351,2008,12,December,Wednesday,4,Summer
1352,2008,11,November,Friday,4,Spring
1353,2008,11,November,Monday,4,Spring
1354,2008,11,November,Saturday,4,Spring
1355,2008,11,November,Sunday,4,Spring
1356,2008,11,November,Thursday,4,Spring
1357,2008,11,November,Tuesday,4,Spring
1358,2008,11,November,Wednesday,4,Spring
1359,2008,10,October,Friday,4,Spring
1360,2008,10,October,Monday,4,Spring
1361,2008,10,October,Saturday,4,Spring
