crash_event,fact_id,victim_key,crash_id,date_key,time_key,location_key,remoteness_key,road_key,vehicle_key,fatalities,fatality_rate_per_100k_dwellings,risk_factor_score
20221059,2945,654,2945,215,110,79,1,3,1,1,2.8012,1.0
20223216,2946,338,2946,215,1227,117,3,8,1,1,0.6711,1.5
20225087,2947,127,2947,215,865,26,3,17,1,1,2.7766,1.5
20225067,2948,252,2948,215,608,311,4,17,1,1,12.0904,1.5
20224020,2949,281,2949,215,1168,294,2,43,1,1,26.7023,2.8
20222001,2950,239,2950,215,84,192,3,26,1,1,1.3914,3.15
20222018,2951,28,2951,215,371,197,3,9,1,1,0.8277,3.6
20223193,2952,580,2952,215,129,184,3,20,1,1,0.1925,2.925
20222077,2953,157,2953,216,50,210,1,21,1,1,2.8023,3.6
20223156,2954,580,2954,216,1,52,5,4,2,1,5.6051,4.8
20221039,2955,182,2955,216,1207,153,3,26,4,1,2.8204,2.1
20221003,2956,208,2956,216,480,105,3,23,4,1,3.2077,1.2
20223262,2957,127,2957,216,1227,114,2,4,4,1,3.3481,3.2
20226037,2958,258,2958,216,150,307,2,21,4,2,34.3879,3.6
20227014,2959,89,2959,216,243,25,2,10,1,1,11.2575,4.8
20224035,2960,121,2960,216,589,39,4,6,1,1,34.3643,3.9
20222229,2961,655,2961,216,866,192,3,23,1,1,1.3914,1.8
20225047,2962,66,2962,217,867,311,4,15,4,3,36.2713,2.0
20223063,2963,260,2963,217,1179,34,3,2,1,2,1.5876,1.5
20221030,2964,464,2964,217,1233,395,2,11,4,2,122.1001,2.0
20222092,2965,260,2965,217,367,5,1,1,4,1,11.9775,2.8
20223212,2966,50,2966,217,1132,92,3,6,4,1,0.3693,2.6
20221085,2967,209,2967,217,868,41,2,6,1,3,50.025,2.6
20223179,2968,139,2968,217,13,103,1,12,1,1,4.0376,2.7
20223242,2969,52,2969,218,106,164,2,21,1,1,1.1989,2.4
20223136,2970,393,2970,218,1248,100,3,38,1,1,0.1925,1.3
20227039,2971,456,2971,218,93,354,4,52,1,1,44.5831,3.2
20225095,2972,496,2972,218,382,23,5,17,1,1,16.2813,1.5
20222115,2973,332,2973,218,869,277,1,4,1,1,15.9923,3.2
20225091,2974,197,2974,218,501,26,3,22,1,1,2.7766,1.5
20221091,2975,656,2975,218,870,53,3,32,1,1,0.7464,2.1
20226043,2976,215,2976,218,405,3,2,1,1,1,15.5183,2.8
20223087,2977,273,2977,218,1170,125,5,10,1,1,9.0794,3.2
20223048,2978,46,2978,218,1170,52,1,6,4,1,5.6051,2.6
20223155,2979,2,2979,218,1200,103,2,4,1,2,8.0753,3.2
20228013,2980,269,2980,218,125,17,3,26,1,1,0.5343,2.1
20223057,2981,95,2981,218,101,38,1,12,1,1,1.9004,3.24
20226002,2982,148,2982,218,346,199,1,3,1,1,3.1879,1.8
20223119,2983,157,2983,218,13,60,3,27,1,1,1.1448,3.51
20222222,2984,162,2984,219,871,197,1,12,1,1,0.8277,3.24
20222158,2985,306,2985,219,232,277,2,1,1,1,15.9923,5.04
20222043,2986,395,2986,219,872,27,1,4,1,1,5.1046,3.2
20226045,2987,215,2987,219,278,154,1,55,1,1,4.0219,0.9
20221171,2988,99,2988,219,58,65,1,4,4,1,13.637,3.2
20226021,2989,43,2989,219,1152,307,2,6,1,1,17.1939,2.6
20221155,2990,532,2990,219,1157,77,3,32,1,1,0.1925,2.1
20222055,2991,30,2991,219,217,27,1,1,4,1,5.1046,2.8
20223096,2992,657,2992,219,1132,117,3,13,1,1,0.6711,2.4
20223270,2993,1,2993,219,1227,34,3,31,1,1,0.7938,1.95
20221028,2994,322,2994,219,395,396,4,10,2,1,76.5697,4.8
20227011,2995,86,2995,219,48,25,2,4,1,1,11.2575,4.8
20227003,2996,166,2996,219,48,206,4,50,1,1,34.1064,3.9
20223261,2997,266,2997,219,311,71,3,40,1,1,0.1925,2.025
20225064,2998,32,2998,220,1217,23,2,15,4,1,47.3485,2.4
20225106,2999,109,2999,220,98,8,1,15,1,1,8.4218,2.4
20228014,3000,100,3000,220,1226,17,3,29,1,1,0.5343,2.52
20223183,3001,417,3001,220,1170,117,3,4,1,1,0.6711,3.84
20224009,3002,438,3002,220,1218,198,3,27,1,1,1.3246,2.34
20222075,3003,267,3003,220,160,176,3,4,3,1,1.6566,3.84
20223185,3004,147,3004,220,1200,290,4,11,1,1,47.1032,2.4
20223054,3005,454,3005,220,101,32,2,4,1,1,1.9118,5.76
20223269,3006,130,3006,220,101,32,1,8,6,1,1.9118,2.7
20221178,3007,22,3007,220,226,28,1,6,1,1,1.5554,4.68
20222202,3008,658,3008,220,129,264,1,6,1,1,4.2456,4.68
20228015,3009,84,3009,220,244,17,3,14,1,1,0.5343,3.24
20223168,3010,166,3010,220,13,164,2,6,1,1,1.1989,4.68
20221065,3011,436,3011,221,873,109,3,4,6,1,2.2391,5.76
20225051,3012,131,3012,221,409,23,5,17,1,1,16.2813,2.7
20223110,3013,104,3013,221,136,92,3,44,1,1,0.3693,3.24
20223088,3014,93,3014,221,151,32,2,31,1,1,1.9118,3.51
20223043,3015,123,3015,221,151,32,1,2,1,1,1.9118,2.7
20223197,3016,245,3016,221,106,60,3,28,1,2,2.2896,2.88
20223236,3017,198,3017,221,1248,60,3,21,1,1,1.1448,2.88
20221227,3018,363,3018,221,79,77,1,14,1,1,1.5554,2.16
20221100,3019,94,3019,221,95,79,1,29,1,1,2.8012,2.52
20223134,3020,428,3020,221,80,38,1,2,1,1,1.9004,1.8
20225066,3021,415,3021,221,661,8,1,34,1,1,8.4218,1.2
20225040,3022,509,3022,221,874,8,1,34,1,1,8.4218,1.2
20224028,3023,286,3023,221,1252,209,3,27,1,2,8.6033,2.34
20221221,3024,104,3024,221,1115,170,1,31,1,1,4.2332,2.34
20221090,3025,84,3025,221,1227,153,3,38,1,1,2.8204,1.56
20222009,3026,86,3026,221,518,148,2,6,1,1,5.8326,3.12
20223235,3027,574,3027,221,101,73,2,4,1,1,5.5423,5.76
20223006,3028,323,3028,221,101,104,1,3,1,1,0.531,1.8
20221050,3029,659,3029,221,528,87,2,26,1,1,1.9812,3.78
20223273,3030,490,3030,222,80,140,1,4,2,1,5.4148,3.2
20223190,3031,401,3031,222,1227,123,3,14,1,1,0.1925,1.8
20223243,3032,254,3032,222,1170,34,3,36,1,1,0.7938,1.5
20222078,3033,321,3033,222,237,111,1,41,1,1,8.0257,1.8
20221263,3034,111,3034,222,275,45,3,10,1,1,0.1925,3.2
20223237,3035,378,3035,222,9,125,2,21,6,1,9.0794,3.6
20226020,3036,140,3036,222,346,11,1,21,1,1,8.8433,3.6
20221211,3037,284,3037,222,11,397,1,1,2,1,5.286,4.2
20222074,3038,167,3038,222,453,192,3,3,1,1,1.3914,1.5
20226012,3039,1,3039,222,85,253,1,26,1,1,4.5706,3.15
20221222,3040,69,3040,222,255,183,2,4,1,1,21.692,4.8
20228005,3041,554,3041,222,86,17,3,29,1,1,0.5343,3.15
20222096,3042,32,3042,223,500,271,1,10,5,1,16.2232,4.8
20225042,3043,165,3043,223,169,26,3,18,5,1,2.7766,1.5
20223224,3044,181,3044,223,1248,38,1,4,1,1,1.9004,3.2
20221144,3045,140,3045,223,875,19,3,36,6,1,1.2308,1.5
20225041,3046,161,3046,223,876,8,1,5,2,1,8.4218,2.0
20221146,3047,509,3047,223,120,186,3,37,1,1,1.7115,1.4
20223083,3048,214,3048,223,1179,61,2,4,4,1,6.6124,3.2
20226010,3049,92,3049,223,1141,292,1,28,1,2,24.5881,2.4
20223104,3050,660,3050,223,1200,55,2,4,1,1,1.377,3.2
20222025,3051,91,3051,223,877,70,3,49,4,1,0.9674,1.4
20224047,3052,430,3052,223,878,133,3,31,1,1,2.5313,1.95
20227032,3053,63,3053,223,879,328,5,27,1,1,8.5609,2.925
20223149,3054,256,3054,223,13,71,3,20,2,1,0.1925,2.925
20225070,3055,393,3055,224,481,26,3,17,1,1,2.7766,2.25
20223192,3056,276,3056,224,136,32,2,11,1,1,1.9118,3.0
20223106,3057,48,3057,224,151,71,3,27,1,1,0.1925,2.925
20224011,3058,51,3058,224,880,78,3,26,1,1,1.7508,3.15
20221114,3059,36,3059,224,373,46,1,21,1,1,3.6069,2.4
20221236,3060,594,3060,224,881,91,2,4,1,1,16.9635,3.2
20221029,3061,134,3061,224,36,302,3,3,1,1,0.1925,1.0
20224023,3062,340,3062,224,470,151,3,12,1,1,6.229,1.8
20224046,3063,98,3063,224,328,39,4,6,1,1,34.3643,2.6
20222189,3064,108,3064,224,147,257,1,11,1,1,7.3115,2.0
20221125,3065,158,3065,224,250,87,1,26,2,1,1.9812,2.1
20222099,3066,275,3066,224,1249,150,1,31,4,1,4.8361,1.95
20221095,3067,92,3067,224,563,64,3,29,2,1,1.2021,3.15
20227015,3068,323,3068,224,1429,211,2,31,1,1,6.8766,2.925
20223040,3069,387,3069,225,88,117,3,13,1,1,0.6711,3.6
20221147,3070,400,3070,225,134,379,3,26,1,1,3.7611,3.15
20227008,3071,2,3071,225,1,221,4,52,1,1,81.1688,4.8
20228012,3072,347,3072,225,34,17,3,23,1,1,0.5343,1.8
20221201,3073,107,3073,225,1113,249,1,29,1,1,2.8822,2.1
20225111,3074,318,3074,225,1131,23,2,15,2,1,47.3485,2.0
20221062,3075,497,3075,225,1210,91,2,1,1,1,16.9635,2.8
20223020,3076,596,3076,225,1179,34,3,8,1,1,0.7938,1.5
20222076,3077,5,3077,225,882,44,1,2,1,1,1.8807,1.5
20224064,3078,661,3078,225,883,398,5,8,1,1,102.5641,1.5
20225061,3079,374,3079,225,1192,23,5,15,1,1,16.2813,2.0
20222238,3080,589,3080,225,74,333,3,26,1,1,1.8857,2.1
20224059,3081,67,3081,225,489,59,1,10,1,1,16.5399,5.76
20221164,3082,561,3082,225,310,334,5,1,1,1,54.7945,5.04
20222170,3083,95,3083,225,667,236,2,1,1,2,7.883,5.04
20225122,3084,247,3084,226,884,23,2,17,1,1,47.3485,2.7
20221108,3085,662,3085,226,577,241,3,23,1,1,0.1925,2.16
20222144,3086,69,3086,226,508,88,2,4,1,1,9.8299,5.76
20222038,3087,309,3087,226,504,261,1,41,4,1,6.4629,3.24
20226029,3088,93,3088,226,1113,196,2,38,1,1,10.7828,1.3
20221046,3089,127,3089,226,1238,87,1,10,1,1,1.9812,3.2
20223266,3090,76,3090,226,95,32,2,4,1,2,3.8235,3.2
20221196,3091,10,3091,226,329,72,2,4,2,1,14.1343,3.2
20226031,3092,486,3092,226,84,352,2,2,1,1,9.5841,2.25
20222072,3093,314,3093,226,885,70,3,27,1,1,0.9674,2.925
20221226,3094,521,3094,226,14,314,1,6,1,1,4.065,3.9
20223035,3095,102,3095,227,50,60,3,3,1,1,1.1448,1.8
20221124,3096,663,3096,227,886,217,1,4,4,1,1.7007,5.76
20221027,3097,98,3097,227,887,64,3,9,4,1,1.2021,2.88
20221261,3098,98,3098,227,703,19,3,21,1,1,1.2308,2.88
20221113,3099,112,3099,227,631,327,3,8,1,1,6.1725,1.8
20225131,3100,27,3100,227,784,23,2,15,1,1,47.3485,2.4
20223196,3101,376,3101,227,80,119,3,8,1,1,3.4825,1.8
20221185,3102,238,3102,227,235,159,1,13,1,1,5.0554,2.88
20221044,3103,139,3103,227,552,259,1,29,1,1,5.8837,2.52
20225132,3104,199,3104,227,888,8,1,18,4,2,16.8435,1.8
20226001,3105,40,3105,227,1218,292,1,28,1,1,12.2941,2.88
20224001,3106,294,3106,227,343,29,1,61,1,1,9.0547,3.36
20221231,3107,176,3107,227,1117,312,3,23,1,1,1.1701,1.44
20222084,3108,20,3108,227,237,82,3,53,1,1,2.2971,1.62
20221128,3109,123,3109,227,657,48,2,1,1,1,10.846,5.04
20225059,3110,182,3110,227,840,26,3,5,1,1,2.7766,3.6
20227024,3111,291,3111,227,311,387,5,41,1,1,23.9521,3.24
20225046,3112,32,3112,227,618,26,3,17,1,1,2.7766,2.7
20222066,3113,172,3113,228,843,160,1,1,1,1,3.462,5.04
20221018,3114,185,3114,228,889,139,1,29,1,1,5.286,3.78
20227026,3115,552,3115,228,837,399,5,43,1,1,44.9438,3.36
20228010,3116,78,3116,228,336,17,3,29,1,1,0.5343,2.52
20223167,3117,163,3117,228,1190,228,1,31,1,1,1.3504,2.34
20222042,3118,145,3118,228,1119,201,3,38,1,1,1.9976,1.56
20222034,3119,238,3119,228,119,244,3,38,1,1,1.5098,1.56
20226036,3120,204,3120,228,121,213,2,19,1,1,20.6186,1.92
20223145,3121,527,3121,228,1159,60,3,6,1,1,1.1448,3.12
20223036,3122,14,3122,228,1227,21,1,4,1,2,12.4254,3.84
20224049,3123,503,3123,228,1241,324,2,10,2,1,11.6428,3.84
20222147,3124,458,3124,228,1199,205,1,4,1,1,5.6054,3.84
20225009,3125,193,3125,228,890,8,1,15,1,1,8.4218,3.6
20223151,3126,577,3126,228,9,76,2,3,1,1,7.0522,1.8
20223109,3127,235,3127,228,9,52,5,10,1,1,5.6051,5.76
20222057,3128,95,3128,228,891,182,3,17,1,1,0.9964,2.7
20221001,3129,180,3129,229,136,305,2,4,1,2,57.8536,4.8
20224016,3130,512,3130,229,34,231,2,3,1,1,8.8913,1.5
20225145,3131,254,3131,229,212,23,5,5,4,1,16.2813,3.0
20221200,3132,308,3132,229,1104,99,1,4,1,2,30.553,3.2
20222227,3133,76,3133,229,147,161,3,26,1,1,1.277,2.1
20221208,3134,365,3134,229,1151,400,3,8,1,1,0.7494,1.5
20223056,3135,98,3135,229,1227,117,3,27,1,2,1.3422,1.95
20226039,3136,255,3136,229,1170,401,4,1,1,1,111.4827,2.8
20226008,3137,31,3137,229,892,253,1,3,1,1,4.5706,1.0
20226017,3138,160,3138,229,893,199,1,8,1,1,3.1879,2.25
20221111,3139,577,3139,229,262,46,1,13,1,1,3.6069,3.6
20224018,3140,519,3140,229,628,39,4,10,1,1,34.3643,4.8
20225093,3141,23,3141,229,800,311,4,5,1,1,12.0904,3.0
20227036,3142,256,3142,229,369,211,2,26,1,1,6.8766,3.15
20222200,3143,532,3143,229,356,202,3,26,1,1,1.5798,3.15
20225115,3144,276,3144,230,798,311,4,15,2,1,12.0904,3.0
20225012,3145,296,3145,230,894,26,3,22,1,1,2.7766,1.5
20224045,3146,340,3146,230,1190,402,5,8,4,1,29.8507,1.5
20222230,3147,42,3147,230,895,226,3,21,1,1,1.7183,2.4
20222173,3148,125,3148,230,723,358,3,8,4,1,1.277,1.5
20224004,3149,1,3149,230,1156,78,3,3,1,1,1.7508,1.0
20221253,3150,158,3150,230,1170,330,2,1,1,1,40.9333,2.8
20225092,3151,274,3151,230,482,23,5,34,1,1,16.2813,1.0
20222093,3152,413,3152,230,706,173,3,12,1,1,1.0684,2.7
20221238,3153,278,3153,230,295,63,3,32,1,1,1.2838,3.15
20221093,3154,664,3154,230,244,53,3,32,1,1,0.7464,3.15
20225110,3155,32,3155,231,896,8,1,7,1,1,8.4218,3.0
20222058,3156,273,3156,231,1104,47,3,9,1,1,1.2049,2.4
20221157,3157,601,3157,231,687,24,3,16,1,1,0.7494,1.2
20223260,3158,295,3158,231,1200,9,2,4,2,4,22.9266,3.2
20225090,3159,590,3159,231,653,23,2,15,4,1,47.3485,2.0
20224006,3160,579,3160,231,727,402,5,50,1,1,29.8507,3.9
20222175,3161,9,3161,232,88,149,1,26,1,1,1.6241,3.15
20226018,3162,32,3162,232,541,96,1,10,4,1,10.7805,3.2
20221072,3163,225,3163,232,79,170,1,2,4,1,4.2332,1.5
20221076,3164,355,3164,232,720,98,1,4,4,1,8.1626,3.2
20221251,3165,507,3165,232,350,97,1,29,1,1,3.7666,2.1
20224021,3166,358,3166,232,1104,308,2,21,1,1,14.2552,2.4
20221148,3167,17,3167,232,1233,118,2,1,1,1,2.6261,2.8
20222080,3168,162,3168,232,1139,202,3,8,1,1,1.5798,1.5
20222095,3169,109,3169,232,1188,205,1,11,1,1,5.6054,2.0
20222114,3170,258,3170,232,705,320,1,11,2,1,12.663,2.0
20223127,3171,112,3171,232,1227,92,3,21,1,1,0.3693,2.4
20225017,3172,275,3172,232,116,8,1,15,1,1,8.4218,2.0
20225099,3173,329,3173,232,619,23,2,17,1,2,94.697,2.7
20226009,3174,209,3174,232,103,204,2,28,1,2,28.9477,4.32
20222145,3175,80,3175,232,356,149,3,13,1,1,1.6241,4.32
20225109,3176,404,3176,233,313,8,1,7,1,1,8.4218,3.6
20222049,3177,31,3177,233,151,222,1,6,1,1,6.6899,4.68
20221193,3178,2,3178,233,169,403,1,3,1,1,36.245,1.0
20223072,3179,16,3179,233,1190,50,1,11,1,1,1.3504,2.0
20223169,3180,109,3180,233,1119,143,2,6,1,1,7.585,2.6
20221049,3181,98,3181,233,155,46,1,11,1,1,3.6069,2.0
20223225,3182,216,3182,233,1179,278,2,13,2,1,9.8049,2.4
20224003,3183,287,3183,233,479,404,3,26,1,1,5.3456,2.1
20221064,3184,595,3184,233,1218,109,1,31,1,1,2.2391,1.95
20223159,3185,100,3185,233,1200,104,1,6,1,1,0.531,2.6
20222185,3186,466,3186,233,9,166,1,21,1,1,5.4903,3.6
20223060,3187,273,3187,233,129,31,5,14,1,1,14.3246,2.7
20227007,3188,147,3188,234,136,399,5,65,1,1,44.9438,5.04
20225073,3189,302,3189,234,897,26,3,22,1,1,2.7766,2.7
20225080,3190,8,3190,234,106,311,4,15,1,1,12.0904,2.4
20222081,3191,266,3191,234,519,44,1,1,1,1,1.8807,3.36
20222138,3192,448,3192,234,591,264,2,21,1,1,4.2456,2.88
20223240,3193,376,3193,234,1200,34,3,8,1,1,0.7938,1.8
20225029,3194,220,3194,234,898,26,3,17,1,1,2.7766,2.7
20221084,3195,395,3195,234,309,45,3,3,1,1,0.1925,1.8
20221121,3196,238,3196,234,226,1,1,1,1,1,3.5406,5.04
20227033,3197,354,3197,234,47,387,5,6,1,1,23.9521,4.68
20224042,3198,361,3198,234,251,135,1,3,1,1,6.1463,1.8
20227020,3199,570,3199,234,455,345,2,2,1,1,2.8731,2.7
20221145,3200,39,3200,234,311,219,1,4,1,1,23.4467,5.76
20221066,3201,644,3201,235,899,318,2,10,1,1,32.1854,5.76
20225126,3202,157,3202,235,900,311,4,15,4,2,24.1809,3.6
20221139,3203,96,3203,235,504,4,1,4,2,1,7.719,5.76
20223094,3204,665,3204,235,1248,32,2,4,2,1,1.9118,3.84
20225152,3205,230,3205,235,404,8,1,15,1,1,8.4218,2.4
20221242,3206,666,3206,235,1210,241,3,9,1,1,0.1925,2.88
20222027,3207,577,3207,235,540,197,1,27,1,1,0.8277,2.34
20221223,3208,34,3208,235,45,230,3,26,1,1,1.1701,2.52
20225060,3209,572,3209,235,1241,8,1,15,1,1,8.4218,2.4
20223160,3210,154,3210,235,1170,21,2,8,1,1,6.2127,1.8
20225155,3211,270,3211,235,402,8,1,5,1,1,8.4218,3.6
20224014,3212,18,3212,235,9,308,2,10,1,1,14.2552,5.76
20223017,3213,131,3213,235,102,296,1,6,1,1,6.1874,4.68
20223132,3214,182,3214,235,13,239,2,4,2,1,16.7392,5.76
20221101,3215,364,3215,235,901,64,3,9,1,2,2.4042,4.32
20222026,3216,142,3216,236,491,173,3,32,1,1,1.0684,3.15
20225097,3217,399,3217,236,179,23,5,34,1,1,16.2813,1.5
20223245,3218,503,3218,236,15,71,3,60,4,1,0.1925,2.4
20223200,3219,23,3219,236,151,34,3,4,4,1,0.7938,4.8
20221019,3220,624,3220,236,1188,87,1,10,1,2,3.9624,3.2
20224034,3221,667,3221,236,449,209,3,27,1,1,4.3016,1.95
20222122,3222,208,3222,236,1115,166,1,4,1,1,5.4903,3.2
20223215,3223,73,3223,236,1227,55,2,3,1,1,1.377,1.0
20223122,3224,255,3224,236,1170,114,2,4,1,1,3.3481,3.2
20221182,3225,403,3225,236,467,312,3,13,6,1,1.1701,3.6
20222061,3226,247,3226,236,902,226,3,26,1,1,1.7183,3.15
20225154,3227,145,3227,236,311,311,4,15,1,1,12.0904,3.0
20222165,3228,157,3228,236,695,44,1,11,1,1,1.8807,3.0
20221247,3229,275,3229,237,517,336,5,1,1,1,76.2195,4.2
20221033,3230,186,3230,237,169,314,1,61,1,1,4.065,2.8
20223189,3231,284,3231,237,1248,278,2,3,1,1,9.8049,1.0
20226035,3232,181,3232,237,851,213,2,4,1,1,20.6186,3.2
20221169,3233,67,3233,237,81,170,1,32,1,1,4.2332,2.1
20221207,3234,256,3234,237,1132,74,3,36,1,1,1.478,1.5
20223250,3235,417,3235,237,1132,9,1,4,1,1,5.7316,3.2
20226014,3236,185,3236,237,1191,325,2,32,1,1,8.2843,2.1
20223232,3237,318,3237,237,1200,32,2,11,1,1,1.9118,2.0
20225013,3238,569,3238,238,33,26,3,22,1,1,2.7766,2.25
20221088,3239,38,3239,238,212,109,3,3,1,1,2.2391,1.5
20221165,3240,252,3240,238,118,41,2,4,1,1,16.675,4.8
20222234,3241,390,3241,238,1210,210,1,1,1,1,2.8023,2.8
20221204,3242,97,3242,238,250,102,1,1,1,1,6.7847,2.8
20222134,3243,582,3243,238,539,110,2,6,4,1,18.1521,2.6
20226013,3244,69,3244,238,903,204,2,28,1,1,14.4739,2.4
20223175,3245,69,3245,238,1200,31,2,3,1,1,14.3246,1.0
20223263,3246,40,3246,238,101,117,3,8,1,1,0.6711,2.25
20222020,3247,49,3247,238,267,44,1,1,1,1,1.8807,4.2
20223001,3248,668,3248,238,102,38,1,4,1,1,1.9004,4.8
20221119,3249,486,3249,238,103,53,3,26,1,1,0.7464,3.15
20221138,3250,617,3250,238,348,63,3,32,1,1,1.2838,3.15
20223205,3251,114,3251,239,88,50,1,8,1,1,1.3504,2.25
20221063,3252,321,3252,239,904,51,3,14,1,1,1.1248,2.7
20227004,3253,157,3253,239,500,387,5,6,1,1,23.9521,3.9
20223112,3254,94,3254,239,106,76,2,3,1,1,7.0522,1.0
20222161,3255,8,3255,239,905,201,3,26,1,1,1.9976,2.1
20222235,3256,336,3256,239,366,375,1,40,1,1,11.9775,1.35
20222150,3257,97,3257,239,510,271,1,6,1,1,16.2232,2.6
20223066,3258,86,3258,239,1227,92,3,4,1,1,0.3693,3.2
20223069,3259,669,3259,239,102,130,1,27,6,1,9.0744,3.51
20223137,3260,113,3260,239,129,32,2,4,2,1,1.9118,5.76
20223194,3261,30,3261,239,311,114,1,3,1,1,3.3481,1.8
20223268,3262,31,3262,240,15,55,2,14,1,1,1.377,3.24
20223124,3263,208,3263,240,136,92,3,27,1,1,0.3693,3.51
20221036,3264,487,3264,240,1157,396,5,6,1,1,76.5697,2.6
20223084,3265,413,3265,240,1170,119,1,14,1,1,3.4825,1.8
20221172,3266,146,3266,240,9,367,1,1,4,1,39.6983,4.2
20222048,3267,22,3267,240,244,375,1,11,1,1,11.9775,3.0
20221134,3268,93,3268,241,410,144,3,23,1,1,0.8057,1.44
20223251,3269,103,3269,241,1190,117,3,27,1,1,0.6711,2.34
20222113,3270,323,3270,241,627,122,2,4,1,1,13.7533,3.84
20222017,3271,266,3271,241,906,201,3,32,1,1,1.9976,2.52
20225133,3272,258,3272,241,907,8,1,7,1,1,8.4218,2.4
20221069,3273,670,3273,241,1180,283,2,6,1,1,46.7946,3.12
20223213,3274,91,3274,241,1132,86,1,9,1,1,2.7923,2.88
20222070,3275,671,3275,241,1227,169,1,3,1,1,1.9862,1.2
20223187,3276,9,3276,241,1170,140,1,38,1,1,5.4148,1.56
20223229,3277,140,3277,241,1170,38,1,6,1,1,1.9004,3.12
20222130,3278,89,3278,241,687,169,1,3,1,1,1.9862,1.2
20221023,3279,72,3279,241,1165,30,1,21,1,1,2.4959,2.88
20221038,3280,140,3280,241,1218,2,2,29,4,1,3.918,2.52
20227030,3281,32,3281,241,890,25,2,20,1,4,45.0298,3.51
20221083,3282,240,3282,241,425,405,4,21,2,2,270.2703,4.32
20224031,3283,308,3283,241,620,404,3,26,1,1,5.3456,3.78
20222213,3284,345,3284,241,226,242,3,3,1,1,1.1908,1.8
20221206,3285,216,3285,241,85,406,1,31,1,1,5.286,3.51
20227010,3286,480,3286,241,48,407,4,25,2,1,50.813,4.68
20224027,3287,228,3287,241,103,408,5,31,1,1,14.3472,3.51
20223130,3288,258,3288,241,13,348,4,28,1,1,61.0128,4.32
20222083,3289,112,3289,241,901,205,1,6,1,1,5.6054,4.68
20223126,3290,415,3290,242,88,164,2,4,1,1,1.1989,5.76
20225156,3291,18,3291,242,909,26,3,18,1,1,2.7766,2.7
20223144,3292,1,3292,242,136,184,3,14,1,1,0.1925,3.24
20225148,3293,120,3293,242,136,8,1,15,1,2,16.8435,3.6
20221032,3294,592,3294,242,910,113,1,21,1,1,10.1647,4.32
20221156,3295,266,3295,242,34,139,1,29,1,1,5.286,3.78
20224029,3296,347,3296,242,169,151,1,1,1,1,6.229,3.36
20224063,3297,209,3297,242,38,361,2,6,1,1,24.5339,3.12
20223027,3298,7,3298,242,1179,104,3,20,1,1,0.531,2.34
20224022,3299,93,3299,242,1159,409,1,6,1,1,16.5399,3.12
20221130,3300,145,3300,242,1194,243,3,3,1,1,1.3408,1.2
20222082,3301,161,3301,242,912,107,1,29,1,1,4.4631,2.52
20222097,3302,347,3302,242,655,80,1,27,1,1,4.8473,2.34
20223244,3303,88,3303,242,1170,117,3,8,1,1,0.6711,1.8
20221260,3304,93,3304,242,46,18,1,1,1,1,1.1176,3.36
20221167,3305,176,3305,242,1191,37,2,10,1,1,35.0754,3.84
20222228,3306,161,3306,242,190,5,1,4,1,1,11.9775,3.84
20221005,3307,148,3307,242,477,410,3,2,1,1,2.5252,2.7
20223255,3308,49,3308,242,102,92,3,8,1,1,0.3693,2.7
20223079,3309,67,3309,242,129,130,1,11,1,1,9.0744,3.6
20222188,3310,103,3310,242,177,176,3,4,1,1,1.6566,5.76
20228011,3311,39,3311,242,13,17,3,29,1,1,0.5343,3.78
20225104,3312,16,3312,243,391,8,1,15,2,1,8.4218,3.0
20226025,3313,534,3313,243,875,3,2,6,1,1,15.5183,2.6
20223207,3314,262,3314,243,1179,60,3,38,1,1,1.1448,1.3
20222086,3315,38,3315,243,1197,293,2,1,1,1,32.0,2.8
20221045,3316,157,3316,243,1159,24,3,8,1,1,0.7494,1.5
20222002,3317,15,3317,243,552,82,1,73,1,1,2.2971,1.0
20223007,3318,672,3318,243,1132,55,2,3,4,1,1.377,1.0
20226032,3319,27,3319,243,1220,253,1,21,1,1,4.5706,2.4
20221117,3320,200,3320,243,160,28,1,1,1,1,1.5554,2.8
20222107,3321,59,3321,243,608,141,3,21,1,1,0.8152,2.4
20221104,3322,673,3322,243,214,45,3,8,1,1,0.1925,2.25
20221218,3323,167,3323,243,348,189,1,21,1,1,5.4177,3.6
20224052,3324,48,3324,244,32,15,2,50,1,1,16.3559,3.9
20223182,3325,470,3325,244,106,66,3,8,1,1,0.531,1.5
20222155,3326,388,3326,244,541,148,1,4,2,1,5.8326,3.2
20226028,3327,456,3327,244,1112,390,1,16,1,1,5.78,1.2
20222045,3328,18,3328,244,1113,192,3,3,1,1,1.3914,1.0
20223161,3329,20,3329,244,1248,310,2,6,4,2,27.5976,2.6
20224039,3330,41,3330,244,631,402,5,11,1,1,29.8507,2.0
20221142,3331,514,3331,244,1217,170,1,19,4,1,4.2332,1.6
20223231,3332,131,3332,244,80,117,1,36,4,1,0.6711,1.5
20222146,3333,504,3333,244,1164,222,1,6,1,1,6.6899,2.6
20222039,3334,534,3334,244,1157,218,1,2,4,1,6.2402,1.5
20221160,3335,99,3335,244,206,180,5,10,1,1,3.0989,3.2
20221137,3336,160,3336,244,1130,97,2,1,1,1,3.7666,2.8
20223227,3337,142,3337,244,1170,34,3,8,1,1,0.7938,1.5
20225141,3338,671,3338,244,913,8,1,15,1,1,8.4218,2.0
20221022,3339,125,3339,244,150,276,3,16,1,1,3.0441,1.8
